day,day_title,En,zh
80,腔室和覆蓋層：腦脊髓液的循環,Falx Cerebri,大腦鐮
80,腔室和覆蓋層：腦脊髓液的循環,Interpeduncular Cistern,大腦腳間池
80,腔室和覆蓋層：腦脊髓液的循環,Interventricular Foramen,腦室間孔
80,腔室和覆蓋層：腦脊髓液的循環,Lateral Aperture,外側孔
80,腔室和覆蓋層：腦脊髓液的循環,Left Cerebral Cortex,左大腦皮質
80,腔室和覆蓋層：腦脊髓液的循環,Lumbar Cistern,腰池
80,腔室和覆蓋層：腦脊髓液的循環,Median Aperture,正中孔
80,腔室和覆蓋層：腦脊髓液的循環,Meningeal Dura,腦脊膜硬膜
80,腔室和覆蓋層：腦脊髓液的循環,Meninges,腦脊膜
80,腔室和覆蓋層：腦脊髓液的循環,Periosteal Dura,骨膜層硬膜
80,腔室和覆蓋層：腦脊髓液的循環,Pia Mater,軟腦膜/軟脊膜
80,腔室和覆蓋層：腦脊髓液的循環,Pial Filum Terminale,軟脊膜終絲
80,腔室和覆蓋層：腦脊髓液的循環,Pontine Cistern,腦橋池
80,腔室和覆蓋層：腦脊髓液的循環,Right Cerebral Cortex,右大腦皮質
80,腔室和覆蓋層：腦脊髓液的循環,Right Lateral Ventricle,右側腦室
80,腔室和覆蓋層：腦脊髓液的循環,Sacrum,薦骨
80,腔室和覆蓋層：腦脊髓液的循環,Scalp,頭皮
80,腔室和覆蓋層：腦脊髓液的循環,Spinal Cord,脊髓
80,腔室和覆蓋層：腦脊髓液的循環,Subarachnoid Space,蛛網膜下腔
80,腔室和覆蓋層：腦脊髓液的循環,Superior Cistern,上池
80,腔室和覆蓋層：腦脊髓液的循環,Superior Sagittal Sinus,上矢狀竇
80,腔室和覆蓋層：腦脊髓液的循環,Ventricle,腦室
81,腦神經,Ciliary Ganglion,睫狀神經節
81,腦神經,Ciliary Muscle,睫狀肌
81,腦神經,Cochlear Branch,耳蝸支
81,腦神經,Common Carotid Artery,總頸動脈
81,腦神經,Cranial Nerves,腦神經
81,腦神經,Olfactory,嗅神經
81,腦神經,Optic,視神經
81,腦神經,Oculomotor,動眼神經
81,腦神經,Trochlear,滑車神經
81,腦神經,Trigeminal,三叉神經
81,腦神經,Abducens,外展神經
81,腦神經,Facial,顏面神經
81,腦神經,Vestibulocochlear,前庭耳蝸神經
81,腦神經,Glossopharyngeal,舌咽神經
81,腦神經,Vagus,迷走神經
81,腦神經,Accessory,副神經
81,腦神經,Hypoglossal,舌下神經
81,腦神經,Digastric Muscle,二腹肌
81,腦神經,Infratemporal Fossa,顳下窩
81,腦神經,Intramural Ganglia,壁內神經節
81,腦神經,Jugular Foramen,頸靜脈孔
81,腦神經,Mammillary Body,乳頭體
81,腦神經,Mandibular,下頷支
81,腦神經,Maxillary,上頷支
81,腦神經,Medulla,髓腦/延腦
81,腦神經,Mylohyoid,下頷舌骨肌
81,腦神經,Olfactory Bulb,嗅球
81,腦神經,Olfactory Receptors,嗅覺受器
81,腦神經,Olfactory Tract,嗅徑
81,腦神經,Ophthalmic Branch,眼支
81,腦神經,Optic Chiasma,視交叉
81,腦神經,Otic Ganglion,耳神經節
81,腦神經,Parotid Gland,腮腺
81,腦神經,Pons,腦橋
81,腦神經,Posterior Digastric Muscle,後二腹肌
81,腦神經,Proprioceptive Fibers,本體感受纖維
81,腦神經,Pterygopalatine Fossa,翼腭窩
81,腦神經,Pterygopalatine Ganglion,翼腭神經節
81,腦神經,Pupillary Sphincter,瞳孔括約肌
81,腦神經,Retina,視網膜
81,腦神經,Salivary Glands,唾液腺
81,腦神經,Spinal Cord,脊髓
81,腦神經,Stapedius Muscle,鐙骨肌
81,腦神經,Sternocleidomastoid Muscle,胸鎖乳突肌
81,腦神經,Stylohyoid,莖突舌骨肌
81,腦神經,Superior Oblique Muscle,上斜肌
81,腦神經,Taste Receptors,味覺受器
81,腦神經,Tensor Tympani,鼓膜張肌
81,腦神經,Tensor Veli Palatini,腭帆張肌
81,腦神經,Trapezius Muscle,斜方肌
81,腦神經,Vestibular Branch,前庭支
82,脊神經與神經根,Anterior Horn,前角
82,脊神經與神經根,Anterior Ramus,前枝
82,脊神經與神經根,Anterior Root,前根
82,脊神經與神經根,Articular Process,關節突
82,脊神經與神經根,Cell Body,細胞本體
82,脊神經與神經根,Central Process,中樞突
82,脊神經與神經根,Dura Mater,硬脊膜
82,脊神經與神經根,Epidural Fat,硬膜外脂肪
82,脊神經與神經根,Epidural Space,硬膜外腔
82,脊神經與神經根,External Vertebral Venous Plexus,椎外靜脈叢
82,脊神經與神經根,Gray Matter,灰質
82,脊神經與神經根,Intervertebral Foramen,椎間孔
82,脊神經與神經根,Lamina,椎板
82,脊神經與神經根,Lateral Recess,外側隱窩
82,脊神經與神經根,Motor Axon,運動軸突
82,脊神經與神經根,Motor Root,運動根
82,脊神經與神經根,Muscle,肌肉
82,脊神經與神經根,Pedicle,椎弓根
82,脊神經與神經根,Peripheral Process,周圍突
82,脊神經與神經根,Pseudounipolar Cell Body,偽單極細胞體
82,脊神經與神經根,Posterior Horn,後角
82,脊神經與神經根,Posterior Ramus,後枝
82,脊神經與神經根,Posterior Root Ganglion,後根神經節
82,脊神經與神經根,Posterior Root,後根
82,脊神經與神經根,Sensory Axon,感覺軸突
82,脊神經與神經根,Spinal Cord,脊髓
82,脊神經與神經根,Spinal Nerve,脊神經
82,脊神經與神經根,Spinous Process,棘突
82,脊神經與神經根,Subarachnoid Space,蛛網膜下腔
82,脊神經與神經根,Transverse Process,橫突
82,脊神經與神經根,Vertebra,脊椎骨
82,脊神經與神經根,Vertebral Body,椎體
82,脊神經與神經根,Vertebral Canal,椎管
82,脊神經與神經根,White Matter,白質
83,脊髓反射,Anterior Horn,前角
83,脊髓反射,Anterior Root,前根
83,脊髓反射,Cell Body,細胞本體
83,脊髓反射,Contracting Effector Muscle,收縮的作用肌
83,脊髓反射,Contracting Skeletal Muscle,收縮的骨骼肌
83,脊髓反射,Effector Muscle,動作肌
83,脊髓反射,Effector,作用器
83,脊髓反射,End Plate,終板
83,脊髓反射,Extensor Muscle,伸肌
83,脊髓反射,Flexor Muscle,屈肌
83,脊髓反射,Ganglion,神經節
83,脊髓反射,Gray Matter,灰質
83,脊髓反射,Interneuron,中間神經元
83,脊髓反射,Knee Jerk Reflex,膝跳反射
83,脊髓反射,Monosynaptic Reflex,單突觸反射
83,脊髓反射,Motor Neuron,運動神經元
83,脊髓反射,Muscle Spindle,肌梭
83,脊髓反射,Myotatic Reflex,肌伸張反射
83,脊髓反射,Neurotendinous Organ,神經肌腱器
83,脊髓反射,Non-Stimulated Neuron,未受刺激的神經元
83,脊髓反射,Pain Receptor,痛覺感受器
83,脊髓反射,Patella,髕骨
83,脊髓反射,Patellar Ligament,髕韌帶
83,脊髓反射,Polysynaptic Reflex,多突觸反射
83,脊髓反射,Posterior Horn,後角
83,脊髓反射,Posterior Root,後根
83,脊髓反射,Sensory Neuron,感覺神經元
83,脊髓反射,Spinal Cord,脊髓
83,脊髓反射,Spinal Nerve,脊神經
83,脊髓反射,Stretch Receptor,伸張感受器
83,脊髓反射,Stretched Flexor Muscle,伸展的屈肌
83,脊髓反射,Synapse,突觸
83,脊髓反射,Tendon,肌腱
83,脊髓反射,Withdrawal Reflex,回抽反射
84,脊神經的分布,Anterior Cutaneous Branch,前皮枝
84,脊神經的分布,Anterior Ramus,前枝
84,脊神經的分布,Anterior Root,前根
84,脊神經的分布,Axon,軸突
84,脊神經的分布,Body Of Thoracic Vertebra,胸椎體
84,脊神經的分布,Brachial Plexus,臂神經叢
84,脊神經的分布,C4 Spinal Nerve C4,脊神經
84,脊神經的分布,C7 Vertebra C7,脊椎
84,脊神經的分布,Cervical Nerves,頸神經
84,脊神經的分布,Cervical Plexus,頸神經叢
84,脊神經的分布,Coccyx,尾骨
84,脊神經的分布,Cutaneous Branch,皮枝
84,脊神經的分布,Cutaneous Nerve,皮神經
84,脊神經的分布,Endoneurium,神經內膜
84,脊神經的分布,Epineurium,神經外膜
84,脊神經的分布,Erector Spinae Muscles,豎脊肌
84,脊神經的分布,External Intercostal Muscle,外肋間肌
84,脊神經的分布,Hip Bone,髖骨
84,脊神經的分布,Inferior Gluteal Nerve,下臀神經
84,脊神經的分布,Innermost Intercostal Muscle,最內肋間肌
84,脊神經的分布,Intercostal Nerve,肋間神經
84,脊神經的分布,Internal Intercostal Muscle,肋間內肌
84,脊神經的分布,Intervertebral Foramen,椎間孔
84,脊神經的分布,Lateral Cutaneous Branch,外側皮枝
84,脊神經的分布,Lateral Femoral Cutaneous Nerve,股外側皮神經
84,脊神經的分布,Lumbar Nerves,腰神經
84,脊神經的分布,Lumbar Plexus,腰神經叢
84,脊神經的分布,Lumbosacral Trunk,腰薦神經幹
84,脊神經的分布,Medial Cutaneous Branch,內側皮枝
84,脊神經的分布,Muscular Branch,肌支
84,脊神經的分布,Perineurium,神經束膜
84,脊神經的分布,Phrenic Nerve,膈神經
84,脊神經的分布,Plexus,神經叢
84,脊神經的分布,Posterior Ramus,後枝
84,脊神經的分布,Posterior Root,後根
84,脊神經的分布,Preganglionic Visceral Efferent Fiber,節前內臟傳出（運動）纖維
84,脊神經的分布,Rami Communicantes,交通枝
84,脊神經的分布,Sacral Plexus,薦神經叢
84,脊神經的分布,Sacral Spinal Nerve,薦脊神經
84,脊神經的分布,Sacrum,薦骨
84,脊神經的分布,Sciatic Nerve,坐骨神經
84,脊神經的分布,Spinal Column,脊柱
84,脊神經的分布,Spinal Cord,脊髓
84,脊神經的分布,Sternum,胸骨
84,脊神經的分布,Superficial Fascia,淺筋膜
84,脊神經的分布,Superior Gluteal Nerve,上臀神經
84,脊神經的分布,Sympathetic Ganglion,交感神經節
84,脊神經的分布,Thoracic Spinal Nerve,胸脊神經
84,脊神經的分布,Transversus Thoracis Muscle,胸橫肌
85,臂神經叢與支配上肢的神經,1St Intercostal Nerve,第一肋間神經
85,臂神經叢與支配上肢的神經,Anterior Division,前側部
85,臂神經叢與支配上肢的神經,Axillary Nerve,腋神經
85,臂神經叢與支配上肢的神經,Brachial Plexus,臂神經叢
85,臂神經叢與支配上肢的神經,Brachioradialis,肱橈肌
85,臂神經叢與支配上肢的神經,Carpal Tunnel,腕隧道
85,臂神經叢與支配上肢的神經,Cervical Vertebra,頸椎
85,臂神經叢與支配上肢的神經,Clavicle,鎖骨
85,臂神經叢與支配上肢的神經,Coracobrachialis,喙肱肌
85,臂神經叢與支配上肢的神經,Cord,神經索
85,臂神經叢與支配上肢的神經,Cubital Tunnel,肘隧道
85,臂神經叢與支配上肢的神經,Dorsal Scapula Nerve,肩胛背神經
85,臂神經叢與支配上肢的神經,Flexor Carpi Ulnaris,尺側屈腕肌
85,臂神經叢與支配上肢的神經,Flexor Digitorum Profundus,屈指深肌
85,臂神經叢與支配上肢的神經,Humerus,肱骨
85,臂神經叢與支配上肢的神經,Lateral Cord,外側神經索
85,臂神經叢與支配上肢的神經,Lateral Cutaneous Nerve,外側皮神經
85,臂神經叢與支配上肢的神經,Long Thoracic Nerve,胸長神經
85,臂神經叢與支配上肢的神經,Lower Trunk,下神經幹
85,臂神經叢與支配上肢的神經,Medial Antebrachial Cutaneous Nerve,前臂內側皮神經
85,臂神經叢與支配上肢的神經,Medial Brachial Cutaneous Nerve,臂內側皮神經
85,臂神經叢與支配上肢的神經,Medial Cord,內側神經索
85,臂神經叢與支配上肢的神經,Medial Epicondyle,內上髁
85,臂神經叢與支配上肢的神經,Median Nerve,正中神經
85,臂神經叢與支配上肢的神經,Middle Trunk,中神經幹
85,臂神經叢與支配上肢的神經,Musculocutaneous Nerve,肌皮神經
85,臂神經叢與支配上肢的神經,Plexopathy,神經叢病症
85,臂神經叢與支配上肢的神經,Posterior Cord,後側神經索
85,臂神經叢與支配上肢的神經,Posterior Cutaneous Nerve,後側皮神經
85,臂神經叢與支配上肢的神經,Posterior Division,後側部
85,臂神經叢與支配上肢的神經,Radial Nerve,橈神經
85,臂神經叢與支配上肢的神經,Radius,橈骨
85,臂神經叢與支配上肢的神經,Root,神經根
85,臂神經叢與支配上肢的神經,Scapula,肩胛骨
85,臂神經叢與支配上肢的神經,Sternocleidomastoid Muscle,胸鎖乳突肌
85,臂神經叢與支配上肢的神經,Suprascapular Nerve,肩胛上神經
85,臂神經叢與支配上肢的神經,Trunk,神經幹
85,臂神經叢與支配上肢的神經,Ulna,尺骨
85,臂神經叢與支配上肢的神經,Ulnar Nerve,尺神經
85,臂神經叢與支配上肢的神經,Upper Trunk,上神經幹
86,腰神經叢與薦神經叢：支配下肢的神經,Adductor Canal,內收肌管
86,腰神經叢與薦神經叢：支配下肢的神經,Common Fibular Nerve,腓總神經
86,腰神經叢與薦神經叢：支配下肢的神經,Deep Fibular Nerve,腓深神經
86,腰神經叢與薦神經叢：支配下肢的神經,Femoral Nerve,股神經
86,腰神經叢與薦神經叢：支配下肢的神經,Femur,股骨
86,腰神經叢與薦神經叢：支配下肢的神經,Fibula,腓骨
86,腰神經叢與薦神經叢：支配下肢的神經,Genitofemoral Nerve,生殖股神經
86,腰神經叢與薦神經叢：支配下肢的神經,Greater Sciatic Foramen,坐骨大孔
86,腰神經叢與薦神經叢：支配下肢的神經,Greater Sciatic Notch,大坐骨切跡
86,腰神經叢與薦神經叢：支配下肢的神經,Greater Trochanter,大轉子
86,腰神經叢與薦神經叢：支配下肢的神經,Hamstring Muscles,膕旁肌群
86,腰神經叢與薦神經叢：支配下肢的神經,Iliohypogastric Nerve,髂腹下神經
86,腰神經叢與薦神經叢：支配下肢的神經,Ilioinguinal Nerve,髂腹股溝神經
86,腰神經叢與薦神經叢：支配下肢的神經,Iliopsoas,髂腰肌
86,腰神經叢與薦神經叢：支配下肢的神經,Ilium,髂骨
86,腰神經叢與薦神經叢：支配下肢的神經,Inferior Gluteal Nerves,下臀神經
86,腰神經叢與薦神經叢：支配下肢的神經,Infrapatellar Branch,髕下支
86,腰神經叢與薦神經叢：支配下肢的神經,Inguinal Ligament,腹股溝韌帶
86,腰神經叢與薦神經叢：支配下肢的神經,Ischial Tuberosity,坐骨粗隆
86,腰神經叢與薦神經叢：支配下肢的神經,Lateral Femoral Cutaneous Nerve,股外側皮神經
86,腰神經叢與薦神經叢：支配下肢的神經,Lateral Plantar Nerve,外側蹠神經/足底外側神經
86,腰神經叢與薦神經叢：支配下肢的神經,Lateral Sural Cutaneous Nerve,腓腸外側皮神經
86,腰神經叢與薦神經叢：支配下肢的神經,Lumbar Plexus,腰神經叢
86,腰神經叢與薦神經叢：支配下肢的神經,Lumbosacral Trunk,腰薦神經幹
86,腰神經叢與薦神經叢：支配下肢的神經,Medial Plantar Nerve,內側蹠神經/足底內側神經
86,腰神經叢與薦神經叢：支配下肢的神經,Medial Sural Cutaneous Nerve,腓腸內側皮神經
86,腰神經叢與薦神經叢：支配下肢的神經,Obturator Foramen,閉孔/骨盤孔
86,腰神經叢與薦神經叢：支配下肢的神經,Obturator Internus Muscle,閉孔內肌
86,腰神經叢與薦神經叢：支配下肢的神經,Obturator Nerve,閉孔神經
86,腰神經叢與薦神經叢：支配下肢的神經,Patella,髕骨
86,腰神經叢與薦神經叢：支配下肢的神經,Perineal Branch,會陰支
86,腰神經叢與薦神經叢：支配下肢的神經,Piriformis,梨狀肌
86,腰神經叢與薦神經叢：支配下肢的神經,Posterior Femoral Cutaneous Nerve,股後側皮神經
86,腰神經叢與薦神經叢：支配下肢的神經,Pudendal Nerve,陰部神經
86,腰神經叢與薦神經叢：支配下肢的神經,Sacral Plexus,薦神經叢
86,腰神經叢與薦神經叢：支配下肢的神經,Sacral Spinal Nerve,薦脊神經
86,腰神經叢與薦神經叢：支配下肢的神經,Sacrum,薦骨
86,腰神經叢與薦神經叢：支配下肢的神經,Saphenous Nerve,隱神經
86,腰神經叢與薦神經叢：支配下肢的神經,Sciatic Nerve,坐骨神經
86,腰神經叢與薦神經叢：支配下肢的神經,Superficial Fibular Nerve,腓淺神經
86,腰神經叢與薦神經叢：支配下肢的神經,Superior Gluteal Nerve,上臀神經
86,腰神經叢與薦神經叢：支配下肢的神經,Tibia,脛骨
86,腰神經叢與薦神經叢：支配下肢的神經,Tibial Nerve,脛神經
87,皮節,Anal,肛門
87,皮節,Area Of Inguinal Ligament,腹股溝韌帶部位
87,皮節,Big Toe,大腳趾
87,皮節,Cervical Nerves,頸神經
87,皮節,Cutaneous Nerve,皮神經
87,皮節,Dermatome,皮節
87,皮節,Ganglion,神經節
87,皮節,Genital,外生殖器
87,皮節,Heel,腳跟
87,皮節,Knee,膝
87,皮節,Lateral Arm,臂外側
87,皮節,Lateral Foot,足外側
87,皮節,Lateral Leg,小腿外側
87,皮節,Lumbar Nerves,腰神經
87,皮節,Medial Forearm,前臂內側
87,皮節,Middle Finger,中指
87,皮節,Nipple,乳頭
87,皮節,Perineum,會陰
87,皮節,Phrenic Nerve,膈神經
87,皮節,Plantar Surface,足底面
87,皮節,Posterior Spinal Nerve Root,脊神經後根
87,皮節,Dorsal Spinal Nerve Root,脊神經背根
87,皮節,Posterior Thigh,大腿後側
87,皮節,Sacral Nerves,薦神經
87,皮節,Sensory Axon,感覺軸突
87,皮節,Shoulder,肩
87,皮節,Spinal Cord,脊髓
87,皮節,Spinal Nerve,脊神經
87,皮節,Thoracic Nerves,胸神經
87,皮節,Trigeminal Nerve,三叉神經
87,皮節,Umbilicus,臍
88,感覺受器,Ascending Pre-Thalamic Tract,丘腦前上行徑
88,感覺受器,Ascending Tract,上行性神經路徑
88,感覺受器,Axon,軸突
88,感覺受器,Baroreceptor,壓力受器
88,感覺受器,Capsule,囊
88,感覺受器,Chemoreceptor,化學受器
88,感覺受器,Collagen Fibers,膠原纖維
88,感覺受器,Dermal Papilla,真皮乳突
88,感覺受器,Dermis,真皮
88,感覺受器,Encapsulated Endings,有被囊的神經末梢
88,感覺受器,Epidermis,表皮
88,感覺受器,Exteroceptor,外在受器
88,感覺受器,Free Nerve Endings,游離神經末梢
88,感覺受器,Gamma Efferent Fiber,γ傳出纖維
88,感覺受器,General Exteroceptor,一般外在受器
88,感覺受器,Golgi Organ,高基氏器
88,感覺受器,Interoceptor,內在受器
88,感覺受器,Meissner Corpuscle,梅斯納氏小體
88,感覺受器,Merkel Cell,梅克爾氏細胞
88,感覺受器,Tactile Cell,觸覺細胞
88,感覺受器,Muscle Fibers,肌纖維
88,感覺受器,Muscle Spindle,肌梭
88,感覺受器,Neurotendinous Organ,神經腱器官
88,感覺受器,Nociceptor,痛覺感受器
88,感覺受器,Nuclear Bag Fiber,核袋纖維
88,感覺受器,Nuclear Chain Fiber,核鏈纖維
88,感覺受器,Pacinian Corpuscle,巴氏小體
88,感覺受器,Pressure Corpuscle,壓力小體
88,感覺受器,Post-Thalamic Tract,丘腦後徑
88,感覺受器,Primary Axon,主軸突
88,感覺受器,Proprioceptor,本體感受器
88,感覺受器,Receptor,受器
88,感覺受器,Ruffini Endings,魯氏神經末梢
88,感覺受器,Deformation Endings,變形神經末梢
88,感覺受器,Sensory Axon,感覺軸突
88,感覺受器,Sensory Cortex,感覺皮質
88,感覺受器,Sensory Receptor,感覺受器
88,感覺受器,Special Exteroceptor,特殊外在受器
88,感覺受器,Spinal Cord,脊髓
88,感覺受器,Spiral Sensory Ending,螺旋型感覺神經末梢
88,感覺受器,Stratum Basale,基底層
88,感覺受器,Superficial Fascia,淺筋膜
88,感覺受器,Tactile Sensitivity,觸覺敏感度
88,感覺受器,Tendon,肌腱
88,感覺受器,Thalamus,丘腦（視丘）
89,自主神經系統：交感神經（1）,Abdominal Viscus,腹部內臟
89,自主神經系統：交感神經（1）,Anterior Root,前根
89,自主神經系統：交感神經（1）,Ventral Root,腹根
89,自主神經系統：交感神經（1）,Autonomic Nervous System,自主神經系統（ANS）
89,自主神經系統：交感神經（1）,Bony Thorax,骨性胸廓
89,自主神經系統：交感神經（1）,Chain Of Sympathetic Ganglia,交感神經節鏈
89,自主神經系統：交感神經（1）,Gray Ramus,灰枝
89,自主神經系統：交感神經（1）,Lateral Horn,側角
89,自主神經系統：交感神經（1）,Medulla,髓腦/延腦
89,自主神經系統：交感神經（1）,Midbrain,中腦
89,自主神經系統：交感神經（1）,Postganglionic Axon,節後軸突
89,自主神經系統：交感神經（1）,Postganglionic Cell Body,節後細胞體
89,自主神經系統：交感神經（1）,Postganglionic Neuron,節後神經元
89,自主神經系統：交感神經（1）,Preganglionic Axon,節前軸突
89,自主神經系統：交感神經（1）,Preganglionic Cell Body,節前細胞體
89,自主神經系統：交感神經（1）,Preganglionic Neuron,節前神經元
89,自主神經系統：交感神經（1）,Prevertebral Ganglia,椎前神經節
89,自主神經系統：交感神經（1）,Prevertebral Plexus,椎前神經叢
89,自主神經系統：交感神經（1）,Sacrum,薦骨
89,自主神經系統：交感神經（1）,Spinal Cord Segments,脊髓節段
89,自主神經系統：交感神經（1）,Spinal Nerve,脊神經
89,自主神經系統：交感神經（1）,Splanchnic Nerve,內臟神經
89,自主神經系統：交感神經（1）,Sympathetic Chain,交感神經鏈
89,自主神經系統：交感神經（1）,Vertebra,脊椎骨
89,自主神經系統：交感神經（1）,Vertebral Body,椎體
89,自主神經系統：交感神經（1）,Visceral Nervous System,內臟神經系統（VNS）
89,自主神經系統：交感神經（1）,White Ramus,白枝
90,自主神經系統：交感神經（2）,Adrenal Medulla,腎上腺髓質
90,自主神經系統：交感神經（2）,Arrector Pili,豎毛肌
90,自主神經系統：交感神經（2）,Blood Vessels,血管
90,自主神經系統：交感神經（2）,Celiac Ganglia,腹腔神經節
90,自主神經系統：交感神經（2）,Celiac Plexus,腹腔神經叢
90,自主神經系統：交感神經（2）,Ganglion Impar,奇神經節（尾神經節）
90,自主神經系統：交感神經（2）,Gray Communicating Ramus,灰交通枝
90,自主神經系統：交感神經（2）,Inferior Cervical Ganglion,頸下神經節
90,自主神經系統：交感神經（2）,Middle Cervical Ganglion,頸中神經節
90,自主神經系統：交感神經（2）,Pelvic Viscera,骨盆內臟
90,自主神經系統：交感神經（2）,Perineal Viscera,會陰部內臟
90,自主神經系統：交感神經（2）,Pelvic Plexus,骨盆神經叢
90,自主神經系統：交感神經（2）,Postganglionic Neurons,節後神經元
90,自主神經系統：交感神經（2）,Preganglionic Neurons,節前神經元
90,自主神經系統：交感神經（2）,Spinal Cord,脊髓
90,自主神經系統：交感神經（2）,Spinal Nerves,脊神經
90,自主神經系統：交感神經（2）,Splanchnic Nerve,內臟神經
90,自主神經系統：交感神經（2）,Superior Cervical Ganglion,頸上神經節
90,自主神經系統：交感神經（2）,Superior Mesenteric Plexus,腸繫膜上神經叢
90,自主神經系統：交感神經（2）,Superior Mesenteric Ganglia,腸繫膜上神經節
90,自主神經系統：交感神經（2）,Sweat Glands,汗腺
90,自主神經系統：交感神經（2）,Sympathetic Division,交感神經分系
90,自主神經系統：交感神經（2）,White Communicating Ramus,白交通枝
91,自主神經系統：副交感神經,Bladder,膀胱
91,自主神經系統：副交感神經,Bronchus,支氣管
91,自主神經系統：副交感神經,Cell Body,細胞本體
91,自主神經系統：副交感神經,Ciliary Muscle,睫狀肌
91,自主神經系統：副交感神經,Ganglia,神經節
91,自主神經系統：副交感神經,Ciliary,睫狀神經節
91,自主神經系統：副交感神經,Pterygopalatine,翼腭神經節
91,自主神經系統：副交感神經,Submandibular,頷下神經節
91,自主神經系統：副交感神經,Otic,耳神經節
91,自主神經系統：副交感神經,Intramural,壁內神經節
91,自主神經系統：副交感神經,Heart,心
91,自主神經系統：副交感神經,Infratemporal Fossa,顳下窩
91,自主神經系統：副交感神經,Jugular Foramen,頸靜脈孔
91,自主神經系統：副交感神經,Kidney,腎
91,自主神經系統：副交感神經,Lacrimal Gland,淚腺
91,自主神經系統：副交感神經,Large Intestine,大腸
91,自主神經系統：副交感神經,Liver,肝
91,自主神經系統：副交感神經,Lungs,肺
91,自主神經系統：副交感神經,Medulla,髓腦/延腦
91,自主神經系統：副交感神經,Midbrain,中腦
91,自主神經系統：副交感神經,Oral And Nasal Mucosa,口鼻部黏膜
91,自主神經系統：副交感神經,Pancreas,胰
91,自主神經系統：副交感神經,Papillary Constrictor,瞳孔收縮肌
91,自主神經系統：副交感神經,Parasympathetic Division,副交感神經分系
91,自主神經系統：副交感神經,Parotid Gland,腮腺
91,自主神經系統：副交感神經,Pelvic Plexus,骨盆神經叢
91,自主神經系統：副交感神經,Pelvic Splanchnic Nerve,骨盆內臟神經
91,自主神經系統：副交感神經,Posterior Mediastinum,後縱膈
91,自主神經系統：副交感神經,Postganglionic Neurons,節後神經元
91,自主神經系統：副交感神經,Eye,眼
91,自主神經系統：副交感神經,Nasal Cavities,鼻腔
91,自主神經系統：副交感神經,Oral Cavities,口腔
91,自主神經系統：副交感神經,Salivary Glands,唾液腺
91,自主神經系統：副交感神經,Thoracic  Viscera,胸內臟
91,自主神經系統：副交感神經,Abdominal Viscera,腹內臟
91,自主神經系統：副交感神經,Pelvic Viscera,骨盆內臟
91,自主神經系統：副交感神經,Perineal Viscera,會陰內臟
91,自主神經系統：副交感神經,Preganglionic Neurons,節前神經元
91,自主神經系統：副交感神經,Iii Cranial Nerve,第三腦神經
91,自主神經系統：副交感神經,Vii Cranial Nerve,第七腦神經
91,自主神經系統：副交感神經,Ix Cranial Nerve,第九腦神經
91,自主神經系統：副交感神經,X Cranial Nerve,第十腦神經
91,自主神經系統：副交感神經,Pterygopalatine Fossa,翼腭窩
91,自主神經系統：副交感神經,Rectum,直腸
91,自主神經系統：副交感神經,Sacral Region,薦椎區
91,自主神經系統：副交感神經,Small Intestine,小腸
91,自主神經系統：副交感神經,Spinal Cord,脊髓
91,自主神經系統：副交感神經,Stomach,胃
91,自主神經系統：副交感神經,Sublingual Gland,舌下腺
91,自主神經系統：副交感神經,Submandibular Gland,頷下腺
91,自主神經系統：副交感神經,Superior Orbital Fissure,上眶裂
91,自主神經系統：副交感神經,Uterus,子宮
92,視覺系統（1）,Anterior Chamber,前房
92,視覺系統（1）,Aqueous Humor,眼房水
92,視覺系統（1）,Arachnoid,蛛網膜
92,視覺系統（1）,Axon Layer,軸突層
92,視覺系統（1）,Bipolar Cell,雙極細胞
92,視覺系統（1）,Choroid,脈絡膜
92,視覺系統（1）,Ciliary Body,睫狀體
92,視覺系統（1）,Ciliary Muscle,睫狀肌
92,視覺系統（1）,Cone Cell,視錐細胞
92,視覺系統（1）,Conjunctiva,結膜
92,視覺系統（1）,Cornea,角膜
92,視覺系統（1）,Dura Mater,硬腦膜
92,視覺系統（1）,Eyelash,睫毛
92,視覺系統（1）,Eyelid,眼瞼
92,視覺系統（1）,Fovea Centralis,中央小窩
92,視覺系統（1）,Frontal Bone,額骨
92,視覺系統（1）,Ganglion Cell,神經節細胞
92,視覺系統（1）,Horizontal Cell,水平細胞
92,視覺系統（1）,Inferior Oblique Muscle,下斜肌
92,視覺系統（1）,Inferior Rectus Muscle,下直肌
92,視覺系統（1）,Iris,虹膜
92,視覺系統（1）,Lateral Rectus Muscle,外直肌
92,視覺系統（1）,Lens,水晶體
92,視覺系統（1）,Levator Palpebrae Superioris Muscle,提上眼瞼肌
92,視覺系統（1）,Macula Lutea,黃斑部
92,視覺系統（1）,Maxillary Bone,上頷骨
92,視覺系統（1）,Medial Rectus Muscle,內直肌
92,視覺系統（1）,Optic Axis,視軸
92,視覺系統（1）,Optic Disc,視神經盤
92,視覺系統（1）,Optic Nerve,視神經
92,視覺系統（1）,Ora Serrata,鋸齒緣
92,視覺系統（1）,Orbicularis Oculi Muscle,眼輪匝肌
92,視覺系統（1）,Periorbital Fat,眶周脂肪
92,視覺系統（1）,Photoreceptor Cell,光感受細胞
92,視覺系統（1）,Photoreceptor,光感受器
92,視覺系統（1）,Pia Mater,軟腦膜
92,視覺系統（1）,Pigmented Epithelial Layer,色素上皮層
